ID,Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,BGG Rank,Complexity Average,Owned Users,Mechanics,Domains,baverage,numgeeklists,numwanting,numcomments,siteviews,numplays,numplays_month,boardgamecategory_cnt,boardgamemechanic_cnt,boardgamefamily_cnt
3656,Score Four,1967,2,4,30,8,601.0,5.96,6713.0,1.83,1486,"Pattern Building, Pattern Recognition, Tile Placement",Abstract Games,5.61334,383.0,5.0,287.0,85444.0,1904.0,5.0,1.0,3.0,6
176914,Gateway: Uprising,2017,2,4,60,13,188.0,6.73,6714.0,2.71,655,"Deck Bag and Pool Building, Modular Board",Unknown,5.61296,140.0,23.0,69.0,65636.0,317.0,0.0,2.0,2.0,1
223538,Fast Food Fear!,2017,3,6,30,8,293.0,6.34,6715.0,1.0,560,"Cooperative Game, Set Collection",Unknown,5.60571,45.0,1.0,47.0,21041.0,733.0,0.0,2.0,2.0,0
291511,Medici: The Dice Game,2020,1,4,20,10,134.0,6.92,6716.0,1.5,411,"Card Drafting, Paper-and-Pencil, Set Collection",Family Games,5.62679,46.0,22.0,51.0,24426.0,724.0,4.0,2.0,3.0,7
4425,Waterloo: Napoleon's Last Battle,2002,2,3,120,12,409.0,6.05,6717.0,2.76,1173,Square Grid,Wargames,5.6068,479.0,12.0,181.0,125623.0,260.0,0.0,3.0,1.0,1
222951,Mini WWII,2018,2,4,120,10,120.0,7.26,6718.0,2.29,247,"Area Majority / Influence, Campaign / Battle Card Driven, Hand Management",Wargames,5.60602,69.0,32.0,47.0,50983.0,264.0,0.0,3.0,3.0,1
223312,Little Big Fish,2017,2,2,20,8,168.0,6.89,6719.0,1.14,291,"Grid Movement, Modular Board",Unknown,5.61826,25.0,10.0,33.0,20600.0,667.0,0.0,3.0,2.0,2
244795,Lost Cities: To Go,2018,2,2,20,8,184.0,6.56,6720.0,1.43,387,"Push Your Luck, Set Collection",Family Games,5.60736,49.0,20.0,57.0,36816.0,553.0,0.0,0.0,2.0,2
191932,Exposed,2016,2,6,45,12,233.0,6.34,6721.0,1.71,621,"Area Movement, Grid Movement",Unknown,5.60669,156.0,1.0,86.0,31096.0,663.0,0.0,3.0,2.0,1
97094,Dark Minions,2011,3,5,60,10,394.0,6.12,6722.0,2.15,962,"Dice Rolling, Worker Placement",Strategy Games,5.608,466.0,10.0,150.0,80232.0,701.0,0.0,2.0,2.0,1
268936,Llamas Unleashed,2019,2,8,45,14,245.0,6.53,6723.0,1.63,1174,"Hand Management, Set Collection, Take That",Unknown,5.61236,16.0,3.0,84.0,49415.0,599.0,0.0,3.0,3.0,2
32149,Word Blur,2007,3,12,60,10,151.0,6.82,6724.0,1.25,185,Unknown,Unknown,5.60627,183.0,25.0,78.0,27516.0,1015.0,0.0,2.0,0.0,1
145609,Stinker,2015,3,6,15,8,137.0,6.92,6725.0,1.33,277,Unknown,Unknown,5.60398,65.0,21.0,56.0,23986.0,330.0,0.0,2.0,0.0,1
16444,The Battle of the Bulge,1965,2,2,120,10,405.0,6.14,6726.0,2.32,1101,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Paper-and-Pencil, Ratio / Combat Results Table, Simulation, Zone of Control",Wargames,5.60697,314.0,10.0,236.0,84307.0,226.0,0.0,2.0,8.0,3
195533,Haze Islands,2016,1,3,60,10,132.0,7.31,6727.0,2.89,287,"Cooperative Game, Grid Movement, Player Elimination, Tile Placement, Worker Placement",Unknown,5.60623,139.0,22.0,123.0,74147.0,255.0,0.0,5.0,6.0,1
10681,Apples to Apples Junior,2002,4,10,30,9,1060.0,5.83,6728.0,1.15,2522,"Hand Management, Simultaneous Action Selection",Children's Games,5.60459,589.0,2.0,375.0,75289.0,3044.0,0.0,5.0,2.0,3
194194,P?dz?ce ?limaki,2016,2,5,20,6,187.0,6.58,6729.0,1.0,225,Roll / Spin and Move,Family Games,5.6058,19.0,2.0,21.0,6408.0,662.0,0.0,4.0,1.0,1
20044,The Lord of the Rings: The Mines of Moria,2005,2,2,30,12,145.0,6.84,6730.0,2.75,354,Dice Rolling,Unknown,5.60813,48.0,13.0,42.0,43426.0,138.0,0.0,7.0,1.0,2
237145,Daimyo: Rebirth of the Empire,2021,2,4,90,14,79.0,8.13,6732.0,3.0,378,"Area Majority / Influence, Dice Rolling, Hand Management",Unknown,5.82771,52.0,32.0,107.0,59172.0,585.0,3.0,0.0,3.0,3
614,Rubik's Race,1982,2,2,5,7,550.0,6.0,6733.0,1.28,1425,"Grid Movement, Memory, Pattern Building",Unknown,5.61186,213.0,8.0,177.0,56113.0,2628.0,0.0,2.0,3.0,2
200512,Pups,2016,2,5,30,8,151.0,6.89,6734.0,1.67,317,"Auction/Bidding, Trick-taking",Unknown,5.61162,45.0,21.0,51.0,14990.0,373.0,0.0,2.0,2.0,1
3466,WarpWar,1977,2,2,30,12,270.0,6.33,6735.0,2.0,760,"Hexagon Grid, Rock-Paper-Scissors, Simultaneous Action Selection",Wargames,5.60818,120.0,19.0,121.0,73952.0,82.0,0.0,2.0,3.0,2
7831,Risorgimento 1859: the Second Italian War of Independence,2000,1,4,240,12,130.0,7.1,6736.0,3.31,535,"Dice Rolling, Hexagon Grid, Point to Point Movement, Solo / Solitaire Game",Wargames,5.60621,60.0,12.0,77.0,43758.0,65.0,0.0,2.0,4.0,5
155411,DreadBall Xtreme,2015,2,2,45,0,126.0,7.3,6737.0,3.0,557,"Action Points, Dice Rolling, Enclosure, Grid Movement, Hand Management, Modular Board, Role Playing",Strategy Games,5.61106,67.0,5.0,47.0,37453.0,63.0,0.0,3.0,7.0,5
197707,Lost in R'lyeh,2016,2,6,45,13,436.0,6.07,6738.0,1.33,1076,"Hand Management, Player Elimination, Single Loser Game",Unknown,5.61075,88.0,9.0,123.0,53467.0,1065.0,0.0,1.0,3.0,2
161138,Dragon Run,2014,2,5,15,8,393.0,6.13,6739.0,1.41,725,"Push Your Luck, Take That, Variable Player Powers",Unknown,5.60731,142.0,8.0,80.0,47764.0,1384.0,0.0,2.0,3.0,2
19878,Lucca Citt,2005,3,5,30,10,457.0,5.99,6740.0,1.73,1045,"Card Drafting, Set Collection","Family Games, Strategy Games",5.60738,300.0,5.0,216.0,48018.0,724.0,0.0,2.0,2.0,4
167237,Andromeda,2015,2,4,60,10,174.0,6.63,6741.0,2.33,383,"Area Majority / Influence, Dice Rolling, Grid Movement, I Cut You Choose, Modular Board",Unknown,5.60597,135.0,13.0,51.0,55514.0,326.0,0.0,3.0,5.0,1
153225,Pick-a-Seal,2014,1,5,15,8,241.0,6.35,6742.0,1.0,518,Pattern Recognition,Unknown,5.60895,47.0,9.0,56.0,18257.0,592.0,0.0,5.0,1.0,2
87904,Trivial Pursuit: Master Edition,2010,2,6,60,16,483.0,6.12,6743.0,1.36,1134,"Dice Rolling, Roll / Spin and Move",Unknown,5.61035,33.0,5.0,73.0,43797.0,995.0,0.0,2.0,2.0,1
93194,11,2011,3,6,90,12,419.0,6.09,6744.0,2.76,779,"Auction/Bidding, Variable Phase Order, Variable Player Powers","Strategy Games, Thematic Games",5.60621,360.0,17.0,160.0,154010.0,454.0,0.0,3.0,3.0,3
282438,Throne of Allegoria,2019,2,4,120,12,120.0,7.0,6745.0,3.6,336,"Action Points, Auction/Bidding, I Cut You Choose, Secret Unit Deployment, Variable Player Powers, Worker Placement",Unknown,5.6148,75.0,34.0,44.0,55469.0,274.0,0.0,2.0,6.0,0
129710,Card City,2012,1,4,30,12,404.0,6.04,6746.0,2.05,747,"Card Drafting, I Cut You Choose, Tile Placement","Family Games, Strategy Games",5.60442,421.0,13.0,139.0,59978.0,1108.0,0.0,4.0,3.0,3
6251,Arnhem: Defiant Stand,2003,2,6,90,12,102.0,7.61,6747.0,3.84,269,"Action Points, Dice Rolling, Hexagon Grid, Secret Unit Deployment",Wargames,5.60912,49.0,29.0,59.0,48420.0,96.0,0.0,2.0,4.0,2
4991,Apples to Apples Kids,2001,4,10,30,7,389.0,6.07,6748.0,1.08,626,"Hand Management, Simultaneous Action Selection",Children's Games,5.60658,139.0,6.0,175.0,61655.0,1173.0,0.0,5.0,2.0,3
70916,Rockband Manager,2010,3,6,45,14,511.0,5.96,6749.0,1.84,1290,Auction/Bidding,Family Games,5.60938,267.0,12.0,128.0,73004.0,669.0,0.0,2.0,1.0,1
142401,Dwarven Miner,2013,2,4,30,12,234.0,6.45,6750.0,1.92,473,"Dice Rolling, Hand Management, Push Your Luck, Variable Player Powers",Family Games,5.60456,136.0,7.0,68.0,33833.0,495.0,0.0,1.0,4.0,2
108783,Dr. Shark,2011,2,6,45,8,303.0,6.17,6751.0,1.57,488,"Area Movement, Set Collection",Family Games,5.60565,201.0,19.0,91.0,43615.0,577.0,0.0,2.0,2.0,1
18824,WWE Raw Deal,2000,2,8,15,10,173.0,6.75,6752.0,2.58,225,Hand Management,Customizable Games,5.60665,195.0,20.0,73.0,39414.0,10197.0,10.0,3.0,1.0,2
15878,Rummy,1887,2,6,60,8,1452.0,5.77,6753.0,1.42,1538,"Melding and Splaying, Set Collection",Family Games,5.61878,264.0,2.0,429.0,87439.0,11003.0,7.0,2.0,2.0,15
231854,Twin Stars: Adventure Series I,2017,1,1,30,8,189.0,6.61,6754.0,2.36,805,"Push Your Luck, Set Collection, Solo / Solitaire Game, Variable Player Powers",Unknown,5.60291,123.0,12.0,115.0,25689.0,1118.0,0.0,4.0,4.0,4
212450,Crossroads of Heroes,2018,2,5,90,14,150.0,7.28,6755.0,2.44,335,"Hand Management, Variable Player Powers",Unknown,5.61145,41.0,17.0,61.0,47242.0,178.0,0.0,1.0,2.0,2
218957,Caf Fatal,2017,2,5,30,8,227.0,6.43,6756.0,1.22,290,"Area Majority / Influence, Dice Rolling, Set Collection",Unknown,5.61097,61.0,16.0,65.0,24133.0,904.0,0.0,1.0,3.0,0
177538,The Sands of Time,2018,2,5,180,12,162.0,6.65,6757.0,4.27,436,Simultaneous Action Selection,Unknown,5.60852,214.0,18.0,50.0,86925.0,272.0,0.0,2.0,1.0,0
28705,Pizza Box Baseball,2008,2,6,30,10,259.0,6.22,6758.0,1.85,469,"Simulation, Simultaneous Action Selection","Family Games, Thematic Games",5.60526,256.0,22.0,128.0,53784.0,422.0,0.0,1.0,2.0,3
11091,Leuthen: Frederick's Greatest Victory,1997,1,2,360,16,85.0,8.02,6759.0,4.0,437,"Dice Rolling, Hexagon Grid",Wargames,5.60436,27.0,17.0,38.0,39483.0,19.0,0.0,2.0,2.0,3
296985,Sherlock: El mayordomo,2019,1,8,60,10,117.0,7.0,6760.0,1.5,298,"Communication Limits, Cooperative Game, Hand Management, Memory",Unknown,5.63032,8.0,2.0,22.0,3105.0,224.0,1.0,3.0,4.0,2
4289,88: A Tactical Game of Armored Combat on the North African Front,1980,2,10,60,12,120.0,7.25,6761.0,3.36,293,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Line of Sight, Scenario / Mission / Campaign Game, Simulation",Wargames,5.60558,63.0,28.0,54.0,40667.0,63.0,0.0,2.0,7.0,2
1471,Gangsters,1992,2,5,120,12,292.0,6.26,6762.0,2.5,597,Action Points,Unknown,5.60586,225.0,33.0,146.0,71482.0,299.0,0.0,3.0,1.0,0
259830,Hedgehog Roll,2019,1,4,25,4,130.0,7.0,6764.0,1.0,295,"Cooperative Game, Modular Board, Point to Point Movement, Race, Roll / Spin and Move",Children's Games,5.63005,21.0,20.0,41.0,31738.0,876.0,1.0,3.0,5.0,2
170415,Dungeon of Fortune,2015,2,6,30,8,451.0,6.06,6765.0,1.47,1492,"Push Your Luck, Variable Player Powers",Unknown,5.60841,253.0,9.0,130.0,77198.0,1104.0,0.0,3.0,2.0,1
71886,Na Grunwald: Rycerze kr¢la Jagie??y,2010,2,4,60,10,180.0,6.62,6766.0,2.27,160,"Auction/Bidding, Worker Placement",Unknown,5.60667,129.0,7.0,38.0,19938.0,326.0,0.0,1.0,2.0,3
56241,Coral Sea: Campaign Commander Series,2010,2,2,180,10,115.0,7.26,6767.0,2.62,313,"Area Movement, Area-Impulse, Dice Rolling, Rock-Paper-Scissors, Simultaneous Action Selection",Wargames,5.60482,104.0,36.0,60.0,58685.0,140.0,0.0,4.0,5.0,5
201557,Odyseja,2019,1,6,30,5,125.0,7.56,6768.0,1.33,212,"Memory, Storytelling",Unknown,5.61278,18.0,1.0,30.0,11769.0,447.0,0.0,3.0,2.0,1
13520,La Bataille d'Albuera: Espagnol,1987,1,2,1800,12,119.0,7.32,6769.0,3.73,469,"Chit-Pull System, Dice Rolling, Grid Movement, Hexagon Grid, Line of Sight, Movement Points, Ratio / Combat Results Table, Zone of Control",Wargames,5.60392,30.0,12.0,60.0,31741.0,71.0,0.0,2.0,8.0,2
42131,War of the Ring,2009,2,2,180,10,115.0,7.19,6770.0,3.17,311,"Dice Rolling, Line of Sight, Measurement Movement",Wargames,5.60833,68.0,3.0,39.0,47463.0,148.0,0.0,4.0,3.0,3
6544,Battle for Moscow,1986,2,2,90,12,307.0,6.24,6771.0,1.96,699,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Simulation, Zone of Control",Wargames,5.60495,127.0,5.0,215.0,82425.0,461.0,0.0,3.0,7.0,6
111069,Karnag,2012,2,5,120,14,182.0,6.6,6772.0,3.41,363,"Action Queue, Enclosure, Worker Placement",Unknown,5.60895,210.0,18.0,77.0,47659.0,253.0,0.0,1.0,3.0,1
144479,Myths at War,2013,2,6,20,10,193.0,7.46,6773.0,2.38,335,"Deck Construction, Set Collection",Customizable Games,5.60383,38.0,6.0,50.0,41044.0,730.0,0.0,4.0,2.0,7
182638,Harald,2015,2,4,30,10,237.0,6.33,6774.0,2.0,544,"Card Drafting, Hand Management, Set Collection, Take That",Unknown,5.60511,80.0,7.0,86.0,44558.0,614.0,0.0,3.0,4.0,2
204055,Warehouse 13: The Board Game,2019,2,5,150,14,132.0,7.33,6775.0,3.13,444,"Cooperative Game, Dice Rolling, Hand Management, Team-Based Game, Traitor Game, Variable Player Powers, Voting",Thematic Games,5.60682,87.0,50.0,85.0,62830.0,217.0,0.0,6.0,7.0,1
242325,Tricks and the Phantom,2017,2,4,20,10,163.0,6.66,6776.0,1.33,440,Unknown,Unknown,5.60425,38.0,16.0,47.0,19040.0,448.0,0.0,3.0,0.0,0
31968,Abalone Quattro,2003,2,4,40,0,155.0,6.81,6777.0,2.44,344,Grid Movement,Abstract Games,5.603,59.0,12.0,30.0,39460.0,386.0,0.0,1.0,1.0,2
142364,Palmyra,2013,1,5,45,10,273.0,6.25,6778.0,2.2,443,"Grid Movement, Hand Management, Tile Placement",Unknown,5.60102,301.0,19.0,97.0,52240.0,702.0,0.0,2.0,3.0,3
256997,Perseverance: Castaway Chronicles - Episodes 1 & 2,2021,1,4,180,14,99.0,7.74,6779.0,3.8,197,"Area Majority / Influence, Dice Rolling, Scenario / Mission / Campaign Game, Tile Placement, Worker Placement, Worker Placement with Dice Workers",Unknown,5.61527,168.0,90.0,215.0,150558.0,260.0,0.0,4.0,6.0,3
186723,Cave Evil: Warcults,2016,2,12,1000,18,82.0,8.24,6780.0,3.67,430,"Card Drafting, Hand Management, Hexagon Grid",Unknown,5.60727,65.0,38.0,57.0,62522.0,101.0,0.0,7.0,3.0,0
2443,MotorChamp,2000,2,8,90,8,164.0,6.69,6781.0,1.95,255,Roll / Spin and Move,Unknown,5.59932,69.0,25.0,84.0,50411.0,257.0,0.0,2.0,1.0,1
10668,Panzer Grenadier: Desert Rats,2004,2,2,150,12,135.0,6.95,6782.0,2.77,490,Hexagon Grid,Wargames,5.60577,62.0,14.0,75.0,38174.0,122.0,0.0,2.0,1.0,2
180256,It's Mine,2015,2,2,45,12,133.0,6.97,6784.0,2.0,270,"Area Majority / Influence, Set Collection, Simultaneous Action Selection, Take That, Variable Player Powers",Unknown,5.61159,47.0,30.0,31.0,33656.0,352.0,0.0,3.0,5.0,2
1844,Battle of Britain,1990,2,2,120,12,242.0,6.5,6785.0,2.28,582,"Area Movement, Dice Rolling, Secret Unit Deployment, Simulation",Wargames,5.60351,142.0,17.0,103.0,76441.0,168.0,0.0,4.0,4.0,2
160436,Lost Legacy: Binbo Tantei to Inbo no Shiro,2014,2,8,10,10,106.0,7.2,6786.0,1.38,309,"Hand Management, Memory, Player Elimination",Unknown,5.6063,75.0,12.0,43.0,19981.0,548.0,0.0,3.0,3.0,1
5482,Devil's Den,1980,2,2,360,12,177.0,6.7,6787.0,3.36,708,"Dice Rolling, Hexagon Grid, Simulation",Wargames,5.60654,164.0,9.0,122.0,53390.0,27.0,0.0,2.0,3.0,4
97939,Lyssan,2012,2,4,180,12,156.0,6.87,6788.0,3.68,403,"Area Majority / Influence, Area Movement, Hand Management, Player Elimination","Strategy Games, Wargames",5.60141,239.0,10.0,90.0,66862.0,170.0,0.0,6.0,4.0,1
301665,DC Deck-Building Game: Dark Nights - Metal,2020,2,5,75,15,85.0,8.18,6789.0,2.0,324,"Deck Bag and Pool Building, Variable Player Powers",Unknown,5.63005,3.0,20.0,19.0,21335.0,232.0,0.0,2.0,2.0,3
296043,Four Gardens,2020,2,4,45,10,144.0,7.9,6790.0,2.18,219,"Action Points, Hand Management, Set Collection",Unknown,5.74366,58.0,121.0,111.0,55701.0,555.0,4.0,0.0,3.0,2
2844,Throneworld,1997,2,6,270,0,159.0,6.68,6791.0,3.55,595,"Hexagon Grid, Variable Player Powers","Thematic Games, Wargames",5.60544,484.0,25.0,100.0,97932.0,96.0,0.0,4.0,2.0,1
246531,Star Trek Fluxx,2018,2,6,40,8,165.0,6.81,6792.0,1.5,755,"Hand Management, Set Collection",Unknown,5.61833,19.0,24.0,48.0,12516.0,749.0,1.0,1.0,2.0,2
51195,Adaptoid,2009,2,2,20,8,136.0,6.89,6793.0,2.13,150,"Enclosure, Grid Movement",Abstract Games,5.60626,98.0,24.0,57.0,45051.0,280.0,0.0,1.0,2.0,2
1508,Broadside,1962,2,2,45,10,390.0,6.13,6794.0,1.75,846,"Grid Movement, Point to Point Movement, Secret Unit Deployment, Square Grid, Variable Set-up",Wargames,5.60774,267.0,36.0,211.0,87745.0,362.0,0.0,3.0,5.0,4
5060,Caesar in Alexandria,2001,2,2,300,14,137.0,6.89,6795.0,3.0,609,Hexagon Grid,Wargames,5.6054,94.0,38.0,78.0,42797.0,39.0,0.0,3.0,1.0,5
9476,L'Armee' du Nord: the Belgian Campaign,1993,1,2,300,12,144.0,6.87,6796.0,2.96,434,"Dice Rolling, Hexagon Grid, Simulation",Wargames,5.6043,35.0,8.0,69.0,49032.0,68.0,0.0,2.0,3.0,1
255456,Beneath the Med: Regia Marina at Sea 1940-1943,2020,1,1,180,12,83.0,8.28,6797.0,2.5,420,"Dice Rolling, Paper-and-Pencil, Push Your Luck, Scenario / Mission / Campaign Game, Simulation, Solo / Solitaire Game",Wargames,5.6183,45.0,16.0,45.0,38541.0,172.0,0.0,3.0,6.0,8
137933,Dicht dran,2013,3,5,20,8,216.0,6.39,6798.0,1.45,382,"Hand Management, Simultaneous Action Selection",Family Games,5.60797,76.0,8.0,60.0,17891.0,926.0,0.0,2.0,2.0,0
43845,18Ardennes,2010,3,5,300,14,83.0,7.65,6799.0,3.78,96,"Auction/Bidding, Network and Route Building, Stock Holding, Tile Placement",Unknown,5.60604,36.0,49.0,37.0,21758.0,195.0,0.0,3.0,4.0,5
25409,Salamanca,2006,2,5,80,10,311.0,6.13,6800.0,2.41,484,"Hand Management, Tile Placement",Unknown,5.60532,239.0,20.0,107.0,43533.0,400.0,0.0,1.0,2.0,2
149863,Castro,2013,2,4,20,8,202.0,6.48,6801.0,1.41,272,"Dice Rolling, Pattern Building, Push Your Luck",Unknown,5.60753,42.0,9.0,49.0,16790.0,1423.0,0.0,1.0,3.0,1
310100,Nemesis: Lockdown,2021,1,5,180,12,93.0,8.22,6802.0,3.2,618,"Cooperative Game, Dice Rolling, Hidden Roles, Modular Board, Player Elimination, Semi-Cooperative Game, Traitor Game, Variable Player Powers",Unknown,5.62514,57.0,38.0,270.0,134510.0,41.0,0.0,4.0,8.0,5
93185,Tetris Link,2011,2,4,15,6,503.0,6.0,6803.0,1.31,1189,Pattern Building,"Abstract Games, Family Games",5.60335,261.0,4.0,161.0,51067.0,1995.0,0.0,3.0,1.0,3
187777,Endure the Stars,2017,1,6,180,13,247.0,6.63,6804.0,2.25,702,"Action Points, Cooperative Game, Dice Rolling, Hand Management, Modular Board, Variable Player Powers",Thematic Games,5.6023,156.0,25.0,97.0,124897.0,321.0,0.0,2.0,6.0,1
24207,Burger Quiz,0,3,6,30,12,168.0,6.7,6805.0,1.67,449,Unknown,Unknown,5.60427,7.0,0.0,23.0,11391.0,337.0,0.0,2.0,0.0,1
42206,7 Ate 9,2009,2,4,5,8,450.0,6.05,6806.0,1.13,1040,"Hand Management, Pattern Building","Children's Games, Family Games",5.6067,105.0,7.0,166.0,54917.0,2449.0,0.0,3.0,2.0,0
104498,Pirates of Nassau,2012,3,5,90,10,138.0,6.95,6807.0,2.88,311,"Area Movement, Dice Rolling",Unknown,5.60644,143.0,17.0,58.0,65571.0,171.0,0.0,2.0,2.0,1
30057,Burger Joint,2009,2,2,30,10,534.0,5.97,6808.0,1.88,817,Set Collection,"Family Games, Strategy Games",5.60107,393.0,26.0,199.0,73796.0,1081.0,0.0,1.0,1.0,3
17530,Go Stop,1889,2,5,60,8,186.0,6.64,6809.0,2.17,296,"Hand Management, Push Your Luck, Set Collection",Family Games,5.61141,60.0,8.0,72.0,67699.0,1542.0,0.0,1.0,3.0,3
1997,Zargo's Lords: Magic Duels for World Power,1979,2,4,120,12,195.0,6.71,6810.0,3.0,348,Hexagon Grid,Wargames,5.6038,28.0,10.0,49.0,37771.0,53.0,0.0,2.0,1.0,0
72941,Beda Fomm,2010,1,2,120,0,113.0,7.26,6811.0,2.55,428,"Dice Rolling, Grid Movement, Hexagon Grid, Simulation",Wargames,5.60468,64.0,10.0,74.0,44012.0,71.0,0.0,2.0,4.0,1
3053,Bonaparte in Italy,1979,2,2,180,16,122.0,7.18,6812.0,3.17,415,"Hexagon Grid, Simulation",Wargames,5.60322,49.0,17.0,64.0,38294.0,52.0,0.0,2.0,2.0,5
24085,EVE: The Second Genesis,2006,2,6,20,12,201.0,6.62,6813.0,2.76,421,Hand Management,Customizable Games,5.6039,149.0,17.0,95.0,58916.0,315.0,0.0,4.0,1.0,1
127438,Star Wars: Angriff der Klonkrieger,2012,2,4,45,8,207.0,6.4,6814.0,2.05,376,"Cooperative Game, Dice Rolling",Family Games,5.60481,94.0,28.0,51.0,28774.0,494.0,0.0,2.0,2.0,1
212958,Space Freaks,2017,2,4,90,14,209.0,6.79,6815.0,2.83,506,"Area Movement, Variable Player Powers",Unknown,5.60763,181.0,19.0,80.0,70873.0,260.0,0.0,2.0,2.0,0
172162,Da Luigi,2015,2,4,40,8,212.0,6.39,6816.0,1.85,290,"Set Collection, Take That",Unknown,5.60775,54.0,13.0,34.0,22593.0,841.0,0.0,0.0,2.0,2
218948,Apocalypse Road,2020,2,10,90,14,76.0,7.79,6817.0,2.5,395,"Area Movement, Hand Management",Unknown,5.6411,97.0,59.0,47.0,49990.0,253.0,2.0,3.0,2.0,1
209206,Hypergrid,2017,2,2,60,7,112.0,7.76,6818.0,3.46,220,"Grid Movement, Pattern Building, Pattern Recognition, Tile Placement",Abstract Games,5.60604,45.0,10.0,53.0,22544.0,138.0,0.0,1.0,4.0,3
29952,Quinamid,2007,2,2,10,8,140.0,6.85,6819.0,2.2,155,"Memory, Pattern Building",Abstract Games,5.60476,85.0,35.0,67.0,28902.0,949.0,0.0,2.0,2.0,3
58625,Storm Over Normandy,2015,2,2,180,0,100.0,7.31,6820.0,2.17,449,"Area-Impulse, Simulation",Wargames,5.60267,82.0,32.0,58.0,44914.0,220.0,0.0,2.0,2.0,5
284054,Smoothies,2019,1,4,30,10,181.0,6.54,6821.0,1.6,403,"Dice Rolling, Drafting, Paper-and-Pencil",Unknown,5.60404,36.0,10.0,36.0,19630.0,1098.0,0.0,1.0,2.0,3
1014,Fief 2,1989,3,6,120,10,147.0,6.83,6822.0,2.91,259,"Area Movement, Voting",Strategy Games,5.60433,86.0,8.0,35.0,42662.0,59.0,0.0,5.0,2.0,0
7975,Triumph & Glory: Battles of the Napoleonic Wars 1796-1809,2000,2,2,360,14,151.0,6.74,6823.0,2.85,496,Hexagon Grid,Wargames,5.60732,100.0,25.0,76.0,61635.0,86.0,0.0,2.0,2.0,5
65814,Dweebies,2010,2,6,20,8,654.0,5.91,6824.0,1.07,1266,Pattern Recognition,"Children's Games, Family Games",5.61315,184.0,8.0,217.0,38253.0,4138.0,0.0,2.0,1.0,0
222462,Mint Julep,2017,2,4,30,8,136.0,6.94,6825.0,1.75,677,"Betting and Bluffing, Card Drafting",Unknown,5.6064,55.0,17.0,68.0,21722.0,396.0,0.0,3.0,2.0,4
192701,Final Touch,2016,2,4,15,8,401.0,6.04,6826.0,1.09,726,"Hand Management, Team-Based Game",Unknown,5.60465,124.0,11.0,89.0,36301.0,1926.0,3.0,2.0,2.0,2
170825,Bad Medicine,2015,3,8,30,16,181.0,6.65,6827.0,1.46,595,"Storytelling, Team-Based Game, Voting",Party Games,5.60567,137.0,8.0,75.0,48610.0,384.0,0.0,3.0,3.0,1
256742,Exceed: Seventh Cross - Church vs. Empire Box,2018,2,2,30,10,78.0,7.98,6828.0,3.0,309,"Hand Management, Point to Point Movement, Variable Player Powers",Unknown,5.60727,13.0,7.0,12.0,7206.0,167.0,0.0,4.0,3.0,4
7365,"Wilson's Creek: The West's First Fight, August 10, 1861",1980,2,2,300,12,188.0,6.59,6829.0,3.33,828,"Dice Rolling, Hexagon Grid, Ratio / Combat Results Table",Wargames,5.60772,80.0,9.0,132.0,35051.0,69.0,0.0,2.0,3.0,3
2494,Hispania,1994,4,5,300,14,148.0,6.75,6830.0,3.06,358,"Area Movement, Simulation, Variable Player Powers",Wargames,5.60326,86.0,14.0,67.0,48347.0,67.0,0.0,4.0,3.0,2
2192,Rivets,1977,2,2,30,10,216.0,6.42,6831.0,2.0,649,"Action Queue, Hexagon Grid",Wargames,5.60548,104.0,16.0,120.0,43465.0,65.0,0.0,2.0,2.0,3
247143,Senshi,2018,2,4,20,14,213.0,6.49,6832.0,1.89,583,Set Collection,Unknown,5.60439,66.0,8.0,66.0,40603.0,868.0,0.0,1.0,1.0,1
19665,Tara: Ireland's Royal Board Game,2004,2,2,30,8,278.0,6.3,6833.0,2.12,794,"Pattern Building, Pattern Recognition, Tile Placement",Abstract Games,5.60497,321.0,19.0,152.0,45005.0,540.0,0.0,5.0,3.0,2
226170,Advanced Guildhall Fantasy: The Gathering,2017,2,4,45,10,93.0,7.43,6834.0,2.0,410,"Hand Management, Set Collection, Take That",Unknown,5.60667,38.0,17.0,36.0,20863.0,126.0,0.0,2.0,3.0,2
101796,SUTAKKU,2011,1,12,15,14,311.0,6.2,6835.0,1.0,748,"Dice Rolling, Push Your Luck",Party Games,5.6043,178.0,17.0,110.0,33421.0,2530.0,0.0,1.0,2.0,0
215436,Codex: Card-Time Strategy - Starter Set,2016,2,2,45,13,116.0,6.99,6836.0,3.0,366,"Deck Bag and Pool Building, Hand Management, Secret Unit Deployment, Variable Player Powers",Unknown,5.60804,43.0,4.0,36.0,12120.0,146.0,0.0,4.0,4.0,2
228372,Iberian Gauge,2017,3,5,90,0,101.0,7.26,6837.0,2.6,192,Unknown,Strategy Games,5.62506,62.0,82.0,65.0,42634.0,365.0,0.0,3.0,0.0,3
244082,Outback,2018,2,4,45,8,228.0,6.32,6838.0,1.57,368,"Dice Rolling, Pattern Building, Set Collection, Tile Placement",Unknown,5.60425,103.0,10.0,58.0,23973.0,741.0,0.0,2.0,4.0,5
